Name,File Size (paragraphs),Kappa,Agreement,A And B (%),Not A And Not B (%),Disagreement,A And Not B (%),B And Not A (%)
"Nodes\\Sources and solutions\Problems with the solutions : Rhodes, Ella (2015)",25,0.86,96,16,80,4,0,4
"Nodes\\Sources and solutions\Problems with the solutions : Baker, Monya (2016)",40,1,100,2.5,97.5,0,0,0
"Nodes\\Sources and solutions\Problems with the solutions : Diep, Francie (2018)",31,1,100,9.68,90.32,0,0,0
Nodes\\Sources and solutions\Problems with the solutions : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,1,100,0,100,0,0,0
Nodes\\Sources and solutions\Problems with the solutions : 2018 - Gender and Health - Gender Health; Reports on Gend,20,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Problems with the solutions : Achenbach, Joel (2014)",61,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Problems with the solutions : Bak, Thomas H. (2016)",137,1,100,0.73,99.27,0,0,0
"Nodes\\Sources and solutions\Problems with the solutions : Baker, Monya (2015) (2)",51,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Problems with the solutions : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Problems with the solutions : Doctorow, Cory (2018)",28,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Problems with the solutions : Doidge, Norman (2016)",134,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Problems with the solutions : Gopinath, C. (2013)",26,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Problems with the solutions : Hengartner, Michael P. (2018)",97,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Problems with the solutions : Laframboise, Donna (2017)",23,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Problems with the solutions : Laframboise, Donna (2018)",39,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Problems with the solutions : Lilienfeld, Scott O. (2017)",79,1,100,1.27,98.73,0,0,0
"Nodes\\Sources and solutions\Problems with the solutions : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Problems with the solutions : Parsons, Sam (2017)",25,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Problems with the solutions : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Problems with the solutions : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0,100,0,0,0
Nodes\\Stakes of the crisis\Impact on policy or habits,"",0.62,98.79,0.99,97.8,1.2,0.84,0.36
"Nodes\\Stakes of the crisis\Impact on policy or habits : Bak, Thomas H. (2016)",137,0,99.27,0,99.27,0.73,0.73,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Baker, Monya (2016)",40,0,97.5,0,97.5,2.5,2.5,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Freedman, David H. (2010)",54,0,90.74,0,90.74,9.26,9.26,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,0,99.38,0,99.38,0.62,0.62,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,0,94.9,0,94.9,5.1,0,5.1
"Nodes\\Stakes of the crisis\Impact on policy or habits : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,0,99.69,0,99.69,0.31,0.31,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Gelman, Andrew (2018)",121,0.49,96.69,1.65,95.04,3.31,3.31,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Gopinath, C. (2013)",26,0.5,84.62,11.54,73.08,15.38,7.69,7.69
"Nodes\\Stakes of the crisis\Impact on policy or habits : Diep, Francie (2018)",31,0.6,87.09,12.9,74.19,12.9,12.9,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Laframboise, Donna (2018)",39,0.64,94.87,5.13,89.74,5.13,0,5.13
"Nodes\\Stakes of the crisis\Impact on policy or habits : Kummer, Larry & Editor (2016)",313,0.75,99.36,0.96,98.4,0.64,0.32,0.32
"Nodes\\Stakes of the crisis\Impact on policy or habits : Laframboise, Donna (2017)",23,0.83,95.65,13.04,82.61,4.35,4.35,0
Nodes\\Stakes of the crisis\Impact on policy or habits : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,1,100,0,100,0,0,0
Nodes\\Stakes of the crisis\Impact on policy or habits : 2018 - Gender and Health - Gender Health; Reports on Gend,20,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Achenbach, Joel (2014)",61,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Baker, Monya (2015) (2)",51,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Botkin-Kowacki, Eva (2016)",39,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Croughan, Matthew (2017)",81,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Doctorow, Cory (2018)",28,1,100,3.57,96.43,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Doidge, Norman (2016)",134,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Earp, Brian D. & Trafimow, David (2015)",253,1,100,0,100,0,0,0
Nodes\\Stakes of the crisis\Impact on policy or habits : Editorial - 2013 - Announcement Reducing our irreproducibility,23,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Fanelli, Daniele (2018)",61,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Gibney, Elizabeth (2012)",45,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Gordon, Ascelin & Fidler, Fiona (2013)",53,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Hengartner, Michael P. (2018)",97,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Ioannidis, John P. A. (2005)",169,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Justice, Monica J. & Dhillon, Paraminder (2016)",45,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Lilienfeld, Scott O. (2017)",79,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Lowe, Derek (2013) (2)",61,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Macleod, Malcolm R. (2018)",52,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Murphy, Kate (2017)",32,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Parsons, Sam (2017)",25,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Pashler, Harold & Harris, Christine R. (2012)",73,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Price, Michael, 2011 & Am, 10~00 (2011)",53,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Rehman, Jalees (2013)",57,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Rhodes, Ella (2015)",25,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,1,100,0.76,99.24,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Vazire, Simine (2018)",102,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Yong, Ed (2018) (2)",33,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Impact on policy or habits : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0,100,0,0,0
Nodes\\Signs of crisis\Reformers\Andrew Gelman,"",0.63,99.81,0.17,99.64,0.2,0.02,0.18
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Diep, Francie (2018)",31,0,93.55,0,93.55,6.45,0,6.45
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Gelman, Andrew (2018)",121,0.82,96.69,8.26,88.43,3.31,0.83,2.48
Nodes\\Signs of crisis\Reformers\Andrew Gelman : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,1,100,0,100,0,0,0
Nodes\\Signs of crisis\Reformers\Andrew Gelman : 2018 - Gender and Health - Gender Health; Reports on Gend,20,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Achenbach, Joel (2014)",61,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Bak, Thomas H. (2016)",137,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Baker, Monya (2015) (2)",51,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Baker, Monya (2016)",40,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Botkin-Kowacki, Eva (2016)",39,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Croughan, Matthew (2017)",81,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Doctorow, Cory (2018)",28,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Doidge, Norman (2016)",134,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Earp, Brian D. & Trafimow, David (2015)",253,1,100,0,100,0,0,0
Nodes\\Signs of crisis\Reformers\Andrew Gelman : Editorial - 2013 - Announcement Reducing our irreproducibility,23,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Fanelli, Daniele (2018)",61,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Freedman, David H. (2010)",54,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Gibney, Elizabeth (2012)",45,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Gopinath, C. (2013)",26,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Gordon, Ascelin & Fidler, Fiona (2013)",53,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Hengartner, Michael P. (2018)",97,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Ioannidis, John P. A. (2005)",169,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Justice, Monica J. & Dhillon, Paraminder (2016)",45,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Kummer, Larry & Editor (2016)",313,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Laframboise, Donna (2017)",23,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Laframboise, Donna (2018)",39,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Lilienfeld, Scott O. (2017)",79,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Lowe, Derek (2013) (2)",61,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Macleod, Malcolm R. (2018)",52,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Murphy, Kate (2017)",32,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Parsons, Sam (2017)",25,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Pashler, Harold & Harris, Christine R. (2012)",73,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Price, Michael, 2011 & Am, 10~00 (2011)",53,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Rehman, Jalees (2013)",57,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Rhodes, Ella (2015)",25,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Vazire, Simine (2018)",102,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Yong, Ed (2018) (2)",33,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\Andrew Gelman : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0,100,0,0,0
Nodes\\Stakes of the crisis\Economic cost,"",0.63,99.51,0.42,99.09,0.49,0.28,0.21
"Nodes\\Stakes of the crisis\Economic cost : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,0,97.85,0,97.85,2.15,2.15,0
"Nodes\\Stakes of the crisis\Economic cost : Baker, Monya (2015) (2)",51,0,92.16,0,92.16,7.84,0,7.84
"Nodes\\Stakes of the crisis\Economic cost : Baker, Monya (2016)",40,0,97.5,0,97.5,2.5,2.5,0
"Nodes\\Stakes of the crisis\Economic cost : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,0,98.44,0,98.44,1.56,0,1.56
"Nodes\\Stakes of the crisis\Economic cost : Gelman, Andrew (2018)",121,0,99.17,0,99.17,0.83,0,0.83
"Nodes\\Stakes of the crisis\Economic cost : Murphy, Kate (2017)",32,0,90.62,0,90.62,9.38,9.38,0
"Nodes\\Stakes of the crisis\Economic cost : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,0.66,99.63,0.38,99.25,0.38,0,0.38
"Nodes\\Stakes of the crisis\Economic cost : Kummer, Larry & Editor (2016)",313,1,100,0.32,99.68,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Gibney, Elizabeth (2012)",45,1,100,2.22,97.78,0,0,0
Nodes\\Stakes of the crisis\Economic cost : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,1,100,3.7,96.3,0,0,0
Nodes\\Stakes of the crisis\Economic cost : 2018 - Gender and Health - Gender Health; Reports on Gend,20,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Achenbach, Joel (2014)",61,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Bak, Thomas H. (2016)",137,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Botkin-Kowacki, Eva (2016)",39,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Croughan, Matthew (2017)",81,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Diep, Francie (2018)",31,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Doctorow, Cory (2018)",28,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Doidge, Norman (2016)",134,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Earp, Brian D. & Trafimow, David (2015)",253,1,100,0,100,0,0,0
Nodes\\Stakes of the crisis\Economic cost : Editorial - 2013 - Announcement Reducing our irreproducibility,23,1,100,4.35,95.65,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Fanelli, Daniele (2018)",61,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Freedman, David H. (2010)",54,1,100,1.85,98.15,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Gopinath, C. (2013)",26,1,100,3.85,96.15,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Gordon, Ascelin & Fidler, Fiona (2013)",53,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Hengartner, Michael P. (2018)",97,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Ioannidis, John P. A. (2005)",169,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Justice, Monica J. & Dhillon, Paraminder (2016)",45,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Laframboise, Donna (2017)",23,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Laframboise, Donna (2018)",39,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Lilienfeld, Scott O. (2017)",79,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Lowe, Derek (2013) (2)",61,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Macleod, Malcolm R. (2018)",52,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Parsons, Sam (2017)",25,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Pashler, Harold & Harris, Christine R. (2012)",73,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Price, Michael, 2011 & Am, 10~00 (2011)",53,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Rehman, Jalees (2013)",57,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Rhodes, Ella (2015)",25,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,1,100,0.76,99.24,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,1,100,0.55,99.45,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Vazire, Simine (2018)",102,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Yong, Ed (2018) (2)",33,1,100,3.03,96.97,0,0,0
"Nodes\\Stakes of the crisis\Economic cost : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0,100,0,0,0
